chemin, class, classe_LOC, classe_CLOC, classe_DC
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java, XYAreaRenderer, 265, 649, 2.45
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java, XYAreaRenderer2, 159, 392, 2.47
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java, XYBarPainter, 69, 80, 1.16
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java, XYBarRenderer, 463, 1084, 2.34
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java, XYBlockRenderer, 228, 484, 2.12
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java, XYBoxAndWhiskerRenderer, 301, 733, 2.44
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java, XYBubbleRenderer, 119, 311, 2.61
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java, XYDifferenceRenderer, 354, 1057, 2.99
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java, XYDotRenderer, 167, 336, 2.01
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java, XYErrorRenderer, 204, 415, 2.03
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java, XYItemRenderer, 1158, 1327, 1.15
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java, XYItemRendererState, 145, 182, 1.26
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java, XYLineAndShapeRenderer, 559, 1078, 1.93
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java, XYShapeRenderer, 292, 562, 1.92
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java, XYSplineRenderer, 210, 463, 2.2
